AR	http://purl.org/commons/record/ncbi_gene/367
AR	http://purl.org/commons/record/ncbi_gene/374
AR	http://purl.org/commons/record/ncbi_gene/231
PC	http://purl.org/commons/record/ncbi_gene/5091
PC	http://purl.org/commons/record/ncbi_gene/5420
PC	http://purl.org/commons/record/ncbi_gene/3872
IF	http://purl.org/commons/record/ncbi_gene/3426
IF	http://purl.org/commons/record/ncbi_gene/2694
F3	http://purl.org/commons/record/ncbi_gene/2152
F3	http://purl.org/commons/record/ncbi_gene/1272
FY	http://purl.org/commons/record/ncbi_gene/80199
FY	http://purl.org/commons/record/ncbi_gene/2532
RALBP1	http://purl.org/commons/record/ncbi_gene/10928
RALBP1	http://purl.org/commons/record/ncbi_gene/85021
CDKN1A	http://purl.org/commons/record/ncbi_gene/1026
CDKN1A	http://purl.org/commons/record/ncbi_gene/5063
SLA	http://purl.org/commons/record/ncbi_gene/6503
SLA	http://purl.org/commons/record/ncbi_gene/51091
GPT	http://purl.org/commons/record/ncbi_gene/1798
GPT	http://purl.org/commons/record/ncbi_gene/2875
PAM	http://purl.org/commons/record/ncbi_gene/5066
PAM	http://purl.org/commons/record/ncbi_gene/23077
AVP	http://purl.org/commons/record/ncbi_gene/3454
AVP	http://purl.org/commons/record/ncbi_gene/551
AVP	http://purl.org/commons/record/ncbi_gene/114548
HBB	http://purl.org/commons/record/ncbi_gene/85344
HBB	http://purl.org/commons/record/ncbi_gene/3043
SPR	http://purl.org/commons/record/ncbi_gene/6697
SPR	http://purl.org/commons/record/ncbi_gene/6869
RIP	http://purl.org/commons/record/ncbi_gene/84268
RIP	http://purl.org/commons/record/ncbi_gene/3267
RIP	http://purl.org/commons/record/ncbi_gene/8737
RIP	http://purl.org/commons/record/ncbi_gene/10928
ME1	http://purl.org/commons/record/ncbi_gene/4199
ME1	http://purl.org/commons/record/ncbi_gene/57717
CAT	http://purl.org/commons/record/ncbi_gene/10249
CAT	http://purl.org/commons/record/ncbi_gene/847
HRG	http://purl.org/commons/record/ncbi_gene/3273
HRG	http://purl.org/commons/record/ncbi_gene/3084
FAS	http://purl.org/commons/record/ncbi_gene/355
FAS	http://purl.org/commons/record/ncbi_gene/2194
SP3	http://purl.org/commons/record/ncbi_gene/8287
SP3	http://purl.org/commons/record/ncbi_gene/6670
CPD	http://purl.org/commons/record/ncbi_gene/1362
CPD	http://purl.org/commons/record/ncbi_gene/9455
MCP	http://purl.org/commons/record/ncbi_gene/4179
MCP	http://purl.org/commons/record/ncbi_gene/822
MCP	http://purl.org/commons/record/ncbi_gene/388732
AGT	http://purl.org/commons/record/ncbi_gene/189
AGT	http://purl.org/commons/record/ncbi_gene/183
AFP	http://purl.org/commons/record/ncbi_gene/7726
AFP	http://purl.org/commons/record/ncbi_gene/174
SDS	http://purl.org/commons/record/ncbi_gene/51119
SDS	http://purl.org/commons/record/ncbi_gene/10993
HK1	http://purl.org/commons/record/ncbi_gene/51361
HK1	http://purl.org/commons/record/ncbi_gene/3098
HK1	http://purl.org/commons/record/ncbi_gene/3739
MAG	http://purl.org/commons/record/ncbi_gene/4099
MAG	http://purl.org/commons/record/ncbi_gene/27307
GSS	http://purl.org/commons/record/ncbi_gene/5621
GSS	http://purl.org/commons/record/ncbi_gene/2937
CIT	http://purl.org/commons/record/ncbi_gene/79947
CIT	http://purl.org/commons/record/ncbi_gene/11113
REN	http://purl.org/commons/record/ncbi_gene/147040
REN	http://purl.org/commons/record/ncbi_gene/5972
HGF	http://purl.org/commons/record/ncbi_gene/3082
HGF	http://purl.org/commons/record/ncbi_gene/6654
HGF	http://purl.org/commons/record/ncbi_gene/3569
MYC	http://purl.org/commons/record/ncbi_gene/4609
MYC	http://purl.org/commons/record/ncbi_gene/8996
SRM	http://purl.org/commons/record/ncbi_gene/6725
SRM	http://purl.org/commons/record/ncbi_gene/6723
PGD	http://purl.org/commons/record/ncbi_gene/5226
PGD	http://purl.org/commons/record/ncbi_gene/26227
EPO	http://purl.org/commons/record/ncbi_gene/8288
EPO	http://purl.org/commons/record/ncbi_gene/7076
EPO	http://purl.org/commons/record/ncbi_gene/2056
ERF	http://purl.org/commons/record/ncbi_gene/2077
ERF	http://purl.org/commons/record/ncbi_gene/2107
TNC	http://purl.org/commons/record/ncbi_gene/7134
TNC	http://purl.org/commons/record/ncbi_gene/3371
SAG	http://purl.org/commons/record/ncbi_gene/6295
SAG	http://purl.org/commons/record/ncbi_gene/9616
PBP	http://purl.org/commons/record/ncbi_gene/5473
PBP	http://purl.org/commons/record/ncbi_gene/1795
PBP	http://purl.org/commons/record/ncbi_gene/5037
PBP	http://purl.org/commons/record/ncbi_gene/5469
PBP	http://purl.org/commons/record/ncbi_gene/5310
PDC	http://purl.org/commons/record/ncbi_gene/5132
PDC	http://purl.org/commons/record/ncbi_gene/25953
CRP	http://purl.org/commons/record/ncbi_gene/1401
